[DEBUG] 2024-05-07 19-41-27.641 [http-nio-8080-exec-6] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2024-05-07 19-41-27.648 [http-nio-8080-exec-6] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2024-05-07 19-41-27.653 [http-nio-8080-exec-6] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2024-05-07 19-41-27.734 [http-nio-8080-exec-6] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2024-05-07 19-41-27.735 [http-nio-8080-exec-6] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2024-05-07 19-41-27.895 [http-nio-8080-exec-6] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2024-05-07 19-41-27.896 [http-nio-8080-exec-6] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2024-05-07 19-41-27.898 [http-nio-8080-exec-6] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2024-05-07 19-41-28.135 [http-nio-8080-exec-6] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2024-05-07 19-41-28.155 [http-nio-8080-exec-6] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2024-05-07 19-41-28.156 [http-nio-8080-exec-6] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2024-05-07 19-41-29.543 [http-nio-8080-exec-6] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@6b9d1d06] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@12a334d0]
[DEBUG] 2024-05-07 19-41-29.597 [http-nio-8080-exec-6] AnnotationBinder - Binding entity from annotated class: entity.User
[DEBUG] 2024-05-07 19-41-29.620 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2024-05-07 19-41-29.628 [http-nio-8080-exec-6] EntityBinder - Import with entity name User
[DEBUG] 2024-05-07 19-41-29.631 [http-nio-8080-exec-6] EntityBinder - Bind entity entity.User on table users
[DEBUG] 2024-05-07 19-41-29.657 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.661 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2024-05-07 19-41-29.663 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:id]
[DEBUG] 2024-05-07 19-41-29.665 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2024-05-07 19-41-29.667 [http-nio-8080-exec-6] PropertyBinder - Building property id
[DEBUG] 2024-05-07 19-41-29.671 [http-nio-8080-exec-6] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2024-05-07 19-41-29.674 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2024-05-07 19-41-29.675 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=attendance, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.677 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.686 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.687 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=attendance_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.688 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='attendance_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2024-05-07 19-41-29.689 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2024-05-07 19-41-29.689 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2024-05-07 19-41-29.690 [http-nio-8080-exec-6] CollectionBinder - Collection role: entity.User.attendance
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] PropertyBinder - Building property attendance
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=password_hash, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property passwordHash with lazy=false
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:passwordHash]
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for passwordHash
[DEBUG] 2024-05-07 19-41-29.692 [http-nio-8080-exec-6] PropertyBinder - Building property passwordHash
[DEBUG] 2024-05-07 19-41-29.693 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.693 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2024-05-07 19-41-29.693 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:username]
[DEBUG] 2024-05-07 19-41-29.693 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2024-05-07 19-41-29.693 [http-nio-8080-exec-6] PropertyBinder - Building property username
[DEBUG] 2024-05-07 19-41-29.694 [http-nio-8080-exec-6] AnnotationBinder - Binding entity from annotated class: entity.Attendance
[DEBUG] 2024-05-07 19-41-29.694 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2024-05-07 19-41-29.694 [http-nio-8080-exec-6] EntityBinder - Import with entity name Attendance
[DEBUG] 2024-05-07 19-41-29.694 [http-nio-8080-exec-6] EntityBinder - Bind entity entity.Attendance on table attendance
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=attendance_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Attendance:id]
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] PropertyBinder - Building property id
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(attendance_id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=clock_in_time, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property clockInTime with lazy=false
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Attendance:clockInTime]
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for clockInTime
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] PropertyBinder - Building property clockInTime
[DEBUG] 2024-05-07 19-41-29.697 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=clock_out_time, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property clockOutTime with lazy=false
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Attendance:clockOutTime]
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for clockOutTime
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] PropertyBinder - Building property clockOutTime
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=status, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property clockedStatus with lazy=false
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Attendance:clockedStatus]
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for clockedStatus
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] PropertyBinder - Building property clockedStatus
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=date, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] PropertyBinder - MetadataSourceProcessor property date with lazy=false
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Attendance:date]
[DEBUG] 2024-05-07 19-41-29.698 [http-nio-8080-exec-6] SimpleValueBinder - building SimpleValue for date
[DEBUG] 2024-05-07 19-41-29.699 [http-nio-8080-exec-6] PropertyBinder - Building property date
[DEBUG] 2024-05-07 19-41-29.699 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='user_id', referencedColumn='', mappedBy=''}
[DEBUG] 2024-05-07 19-41-29.699 [http-nio-8080-exec-6] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=user, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-05-07 19-41-29.700 [http-nio-8080-exec-6] PropertyBinder - Building property user
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for passwordHash
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for username
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for clockInTime
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for clockOutTime
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for clockedStatus
[DEBUG] 2024-05-07 19-41-29.701 [http-nio-8080-exec-6] SimpleValueBinder - Starting fillSimpleValue for date
[DEBUG] 2024-05-07 19-41-29.704 [http-nio-8080-exec-6] PrimaryKey - Forcing column [user_id] to be non-null as it is part of the primary key for table [users]
[DEBUG] 2024-05-07 19-41-29.704 [http-nio-8080-exec-6] PrimaryKey - Forcing column [attendance_id] to be non-null as it is part of the primary key for table [attendance]
[DEBUG] 2024-05-07 19-41-29.704 [http-nio-8080-exec-6] CollectionSecondPass - Second pass for collection: entity.User.attendance
[DEBUG] 2024-05-07 19-41-29.705 [http-nio-8080-exec-6] CollectionBinder - Binding a OneToMany: entity.User.attendance through a foreign key
[DEBUG] 2024-05-07 19-41-29.705 [http-nio-8080-exec-6] CollectionBinder - Mapping collection: entity.User.attendance -> attendance
[DEBUG] 2024-05-07 19-41-29.707 [http-nio-8080-exec-6] TableBinder - Retrieving property entity.Attendance.user
[DEBUG] 2024-05-07 19-41-29.707 [http-nio-8080-exec-6] CollectionSecondPass - Mapped collection key: user_id, one-to-many: entity.Attendance
[DEBUG] 2024-05-07 19-41-29.707 [http-nio-8080-exec-6] InFlightMetadataCollectorImpl - Resolving reference to class: entity.User
[DEBUG] 2024-05-07 19-41-29.710 [http-nio-8080-exec-6] InFlightMetadataCollectorImpl - Resolving reference to class: entity.User
[DEBUG] 2024-05-07 19-41-29.744 [http-nio-8080-exec-6] SessionFactoryImpl - Building session factory
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - SessionFactory name : null
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Statistics: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Default entity-mode: pojo
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Default batch fetch size: -1
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Default null ordering: NONE
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - multi-tenancy strategy : NONE
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - JTA Track by Thread: enabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Query language substitutions: {}
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Named query checking : enabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Second-level cache: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Second-level query cache: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Second-level query cache factory: null
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Second-level cache region prefix: null
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Structured second-level cache entries: disabled
[DEBUG] 2024-05-07 19-41-29.745 [http-nio-8080-exec-6] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JDBC batch size: 15
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - Scrollable result sets: enabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - Wrap result sets: disabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JDBC result set fetch size: null
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - Generate SQL with comments: disabled
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JPA compliance - query : 
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JPA compliance - closed-handling : 
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JPA compliance - lists : 
[DEBUG] 2024-05-07 19-41-29.746 [http-nio-8080-exec-6] Settings - JPA compliance - transactions : 
[INFO ] 2024-05-07 19-41-29.803 [http-nio-8080-exec-6] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2024-05-07 19-41-29.823 [http-nio-8080-exec-6] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2024-05-07 19-41-29.823 [http-nio-8080-exec-6] SessionFactoryImpl - Instantiating session factory with properties: {awt.toolkit=sun.awt.windows.WToolkit, java.specification.version=11, sun.cpu.isalist=amd64, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=Cp1252, hibernate.c3p0.min_size=5, sun.arch.data.model=64, java.vendor.url=https://adoptium.net/, catalina.useNaming=true, org.apache.el.GET_CLASSLOADER_USE_PRIVILEGED=false, sun.boot.library.path=C:\Program Files\Java\jdk-11.0.22+7\bin, com.sun.management.jmxremote.ssl=false, sun.java.command=org.apache.catalina.startup.Bootstrap start, jdk.debug=release, java.specification.vendor=Oracle Corporation, java.naming.factory.url.pkgs=org.apache.naming, java.version.date=2024-01-16, java.home=C:\Program Files\Java\jdk-11.0.22+7, ignore.endorsed.dirs=, file.separator=\, java.vm.compressedOopsMode=Zero based, line.separator=
, hibernate.c3p0.timeout=300, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, com.sun.management.jmxremote.password.file=C:\Users\cheve\AppData\Local\JetBrains\IntelliJIdea2023.3\tomcat\e583dc0b-35df-491d-b4e3-c6be821192bb\jmxremote.password, package.definition=sun.,java.,org.apache.catalina.,org.apache.coyote.,org.apache.jasper.,org.apache.naming.,org.apache.tomcat., jdk.tls.ephemeralDHKeySize=2048, hibernate.hbm2ddl.auto=update, user.script=, java.util.logging.config.file=C:\Users\cheve\AppData\Local\JetBrains\IntelliJIdea2023.3\tomcat\e583dc0b-35df-491d-b4e3-c6be821192bb\conf\logging.properties, java.protocol.handler.pkgs=org.apache.catalina.webresources, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=11.0.22+7, user.name=cheve, file.encoding=Cp1252, java.vendor.version=Temurin-11.0.22+7, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.io.tmpdir=C:\Program Files\apache-tomcat-8.5.98\temp, tomcat.util.scan.StandardJarScanFilter.jarsToScan=log4j-taglib*.jar,log4j-web*.jar,log4javascript*.jar,slf4j-taglib*.jar, com.sun.management.jmxremote.port=1099, java.version=11.0.22, tomcat.util.scan.StandardJarScanFilter.jarsToSkip=annotations-api.jar,ant-junit*.jar,ant-launcher*.jar,ant*.jar,asm-*.jar,aspectj*.jar,bcel*.jar,biz.aQute.bnd*.jar,bootstrap.jar,catalina-ant.jar,catalina-ha.jar,catalina-jmx-remote.jar,catalina-storeconfig.jar,catalina-tribes.jar,catalina-ws.jar,catalina.jar,cglib-*.jar,cobertura-*.jar,commons-beanutils*.jar,commons-codec*.jar,commons-collections*.jar,commons-compress*.jar,commons-daemon.jar,commons-dbcp*.jar,commons-digester*.jar,commons-fileupload*.jar,commons-httpclient*.jar,commons-io*.jar,commons-lang*.jar,commons-logging*.jar,commons-math*.jar,commons-pool*.jar,derby-*.jar,dom4j-*.jar,easymock-*.jar,ecj-*.jar,el-api.jar,geronimo-spec-jaxrpc*.jar,h2*.jar,ha-api-*.jar,hamcrest-*.jar,hibernate*.jar,httpclient*.jar,icu4j-*.jar,jasper-el.jar,jasper.jar,jaspic-api.jar,jaxb-*.jar,jaxen-*.jar,jaxws-rt-*.jar,jdom-*.jar,jetty-*.jar,jmx-tools.jar,jmx.jar,jsp-api.jar,jstl.jar,jta*.jar,junit-*.jar,junit.jar,log4j*.jar,mail*.jar,objenesis-*.jar,oraclepki.jar,org.hamcrest.core_*.jar,org.junit_*.jar,oro-*.jar,servlet-api-*.jar,servlet-api.jar,slf4j*.jar,taglibs-standard-spec-*.jar,tagsoup-*.jar,tomcat-api.jar,tomcat-coyote.jar,tomcat-dbcp.jar,tomcat-i18n-*.jar,tomcat-jdbc.jar,tomcat-jni.jar,tomcat-juli-adapters.jar,tomcat-juli.jar,tomcat-util-scan.jar,tomcat-util.jar,tomcat-websocket.jar,tools.jar,unboundid-ldapsdk-*.jar,websocket-api.jar,wsdl4j*.jar,xercesImpl.jar,xml-apis.jar,xmlParserAPIs-*.jar,xmlParserAPIs.jar,xom-*.jar, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.awt.windows.WPrinterJob, sun.os.patch.level=, connection.driver_class=com.mysql.cj.jdbc.Driver, java.library.path=C:\Program Files\Java\jdk-11.0.22+7\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files\Git\cmd;C:\Users\cheve\AppData\Local\Microsoft\WindowsApps;C:\Microsoft VS Code\bin;., java.vendor=Eclipse Adoptium, java.specification.maintenance.version=2, java.rmi.server.randomIDs=true, sun.io.unicode.encoding=UnicodeLittle, tomcat.util.buf.StringCache.byte.enabled=true, sun.desktop=windows, hibernate.dialect=org.hibernate.dialect.MySQLDialect, java.class.path=C:\Program Files\apache-tomcat-8.5.98\bin\bootstrap.jar;C:\Program Files\apache-tomcat-8.5.98\bin\tomcat-juli.jar, java.vm.vendor=Eclipse Adoptium, user.variant=, user.timezone=America/Chicago, os.name=Windows 11, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, com.sun.management.jmxremote=, sun.cpu.endian=little, user.home=C:\Users\cheve, hibernate.c3p0.max_statements=50, user.language=en, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, package.access=sun.,org.apache.catalina.,org.apache.coyote.,org.apache.jasper.,org.apache.tomcat., server.loader=, com.sun.management.jmxremote.access.file=C:\Users\cheve\AppData\Local\JetBrains\IntelliJIdea2023.3\tomcat\e583dc0b-35df-491d-b4e3-c6be821192bb\jmxremote.access, hibernate.c3p0.max_size=20, java.naming.factory.initial=org.apache.naming.java.javaURLContextFactory, path.separator=;, common.loader="C:/Program Files/apache-tomcat-8.5.98/lib","C:/Program Files/apache-tomcat-8.5.98/lib/*.jar","C:\Program Files\apache-tomcat-8.5.98/lib","C:\Program Files\apache-tomcat-8.5.98/lib/*.jar", hibernate.connection.username=****, os.version=10.0, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://awseb-e-dpzejsp2a8-stack-awsebrdsdatabase-wz6ttdxqntx5.cfruplhcesjs.us-east-2.rds.amazonaws.com:3306/clockit, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.show_sql=true, java.vendor.url.bug=https://github.com/adoptium/adoptium-support/issues, catalina.home=C:\Program Files\apache-tomcat-8.5.98, user.dir=C:\Program Files\apache-tomcat-8.5.98\bin, os.arch=amd64, hibernate.connection.password=****, catalina.base=C:\Users\cheve\AppData\Local\JetBrains\IntelliJIdea2023.3\tomcat\e583dc0b-35df-491d-b4e3-c6be821192bb, shared.loader=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@422cad8b, java.util.logging.manager=org.apache.juli.ClassLoaderLogManager, java.vm.info=mixed mode, java.vm.version=11.0.22+7, hibernate.bytecode.use_reflection_optimizer=false, java.rmi.server.hostname=127.0.0.1, connection.url=jdbc:mysql://awseb-e-dpzejsp2a8-stack-awsebrdsdatabase-wz6ttdxqntx5.cfruplhcesjs.us-east-2.rds.amazonaws.com:3306/clockit, java.class.version=55.0}
